customer_id,first_name,last_name,email,phone,address,city,state,zip_code,date_of_birth,ssn,customer_since,credit_score,annual_income,employment_status,branch_id
CUST001034,Daniel,Wade,johnsonmichelle@example.net,924.818.3252,2021 Daniel Mews,Elliottport,GA,69855,1984-02-05,763282744,2022-04-23,662,113323,Employed,BR0020
CUST001035,Troy,Johnson,moraleswilliam@example.org,(678)462-9025x15386,3022 Christina Hills Apt. 753,West Soniatown,MN,26372,1988-02-24,080788551,2020-07-08,527,50000,Employed,BR0020
CUST001036,Kimberly,Brown,anthony55@example.org,648.852.8467x70378,700 Wendy Run Suite 644,West Sarahbury,MD,43449,1976-08-12,736011380,2024-03-14,702,129753,Employed,BR0018
CUST001037,Raven,Ramos,cdavidson@example.org,001-328-429-0183x2051,40636 Charles River,West Anthonyport,AZ,53090,1979-05-30,323091084,2023-09-19,648,122178,Employed,BR0004
CUST001038,Danielle,Decker,upham@example.org,506.348.5796x886,0790 Walters Plains,East Amyhaven,DE,76201,1986-06-25,064161636,2020-05-27,794,88114,Self-Employed,BR0010
CUST001039,Lori,Rogers,sporter@example.com,976.219.5249x601,76451 Berg Mountain,East Nicoleborough,OH,01051,2001-11-27,258915735,2019-08-26,654,47433,Employed,BR0010
CUST001040,Kevin,Wagner,scottsandoval@example.com,920.595.9284,872 Bernard River Apt. 357,East Hollyview,AK,80770,1977-04-04,249748242,2022-07-23,708,149233,Employed,BR0019
CUST001041,Elizabeth,Gonzalez,katie48@example.com,327-839-8356x523,2273 Mcpherson Way Apt. 340,Mccoyton,PR,14179,1976-03-30,421553186,2019-12-02,604,138814,Employed,BR0018
CUST001042,Joseph,Brown,hayley21@example.com,(534)552-6362x8862,0444 Cox Stravenue Apt. 434,Sarahland,CA,14296,1971-08-10,479444345,2025-07-14,554,157881,Employed,BR0015
CUST001043,Joseph,Frey,timothy42@example.org,+1-388-342-4638x1512,7924 Roberts Radial Suite 247,West Jason,PW,81997,1995-12-15,634688124,2022-02-10,510,56043,Employed,BR0015
CUST001044,Kathy,Hudson,wardmelissa@example.org,551.245.1834x792,8245 Whitney Burg Apt. 246,Rebeccabury,WA,63205,1997-10-15,548826291,2018-08-05,802,39639,Employed,BR0017
CUST001045,Kyle,Garner,mccallcrystal@example.org,(469)361-0696x37491,065 Roger Vista Suite 715,North Danielburgh,MD,00792,2001-11-03,143943130,2017-02-13,763,39646,Unemployed,BR0005
CUST001046,Robert,Smith,kathleen27@example.org,+1-298-868-3212,9842 Johnson Mountain,Hinesmouth,NY,34745,1953-03-21,168051011,2016-11-19,788,80644,Employed,BR0004
CUST001047,Justin,Ramirez,derek60@example.net,737.623.8615x9528,7637 Brittany Burgs Suite 577,Kellerside,PR,27891,2001-01-18,400577120,2016-01-03,608,50007,Retired,BR0004
CUST001048,Taylor,Cortez,williamsbrenda@example.net,281-450-4390x356,696 Moran Walk Suite 354,Solomonfurt,AK,64224,2007-02-24,335112809,2017-03-21,708,24900,Employed,BR0005
CUST001049,Brian,Mason,pedroalvarado@example.com,541-780-2459x4085,3524 Thomas Motorway Suite 076,Kiaramouth,NH,29796,1981-06-07,498339178,2021-09-26,740,110319,Retired,BR0002
CUST001050,Jessica,Brady,charles25@example.net,+1-446-479-0175,294 Murphy Estates Apt. 967,Erikashire,OK,81314,2002-02-16,055190987,2019-07-20,773,59084,Unemployed,BR0005
CUST001051,Elizabeth,Morgan,kimbrian@example.com,001-715-391-2426x95753,976 Matthew Ridges,Robertport,DC,95268,1970-01-24,445962746,2016-02-09,741,127641,Employed,BR0017
CUST001052,Joseph,Dixon,andrewgibbs@example.org,461-818-9787x372,338 Justin Station Apt. 716,East Jamesbury,AR,66640,1975-08-22,835484783,2020-07-10,539,92806,Employed,BR0017
CUST001053,Christopher,Santos,robertbrock@example.com,2204931378,93676 Ayers Tunnel,Gibsonchester,MA,60288,1963-05-20,387405851,2021-09-01,635,95789,Unemployed,BR0007
CUST001054,Kent,Williamson,clarkrachel@example.net,495-843-5110,553 Lynn Plain,East Hayley,ID,86064,1984-12-17,085275984,2016-12-03,668,123744,Employed,BR0016
CUST001055,Larry,Pena,matthew07@example.org,(964)606-2606,1448 Kim Coves,Haleyside,IA,96807,1987-05-13,262852226,2023-06-12,720,125435,Employed,BR0009
CUST001056,Heidi,Conley,lwright@example.net,506-995-7252x0235,25828 Schmidt Trafficway Apt. 994,Stephaniefurt,TX,95558,2003-12-25,342809542,2016-11-17,850,60000,Unemployed,BR0001
CUST001057,Kara,Graves,lee64@example.com,(845)923-9004x15242,4701 Gill Rapid Suite 014,Hayeston,WA,81249,1989-03-31,696973744,2022-12-10,721,111392,Employed,BR0004
CUST001058,Tracy,Blake,rebecca28@example.net,6048177073,316 Jeffrey Hills,Lake Tonyberg,AS,90315,1978-02-24,764126314,2020-04-19,585,159495,Retired,BR0003
CUST001059,Michael,Morris,tonyroberts@example.org,001-883-828-6785x150,5715 Houston Springs,Millerchester,MT,73859,1976-09-01,597390707,2025-05-11,596,101949,Employed,BR0003
CUST001060,John,Villa,paulrussell@example.org,495-451-6113x39563,1825 Lawson Cliff Apt. 126,Singletonport,OH,92214,1974-09-21,899509499,2024-01-03,773,69302,Unemployed,BR0002
CUST001061,Angela,Fox,fstevenson@example.net,(330)852-7043x69225,30127 Sullivan Stravenue Apt. 176,North Karen,CO,75299,1940-10-14,846656968,2019-11-19,781,46559,Employed,BR0016
CUST001062,Steven,Fleming,copelandmichael@example.com,560.762.2306,3577 Myers Street Suite 298,Laurentown,AS,39556,1997-01-23,009910579,2019-06-06,712,56101,Employed,BR0014
CUST001063,Melissa,Moore,andrewgoodwin@example.com,001-482-274-6352x35611,069 Wagner Loop,Lake Carlos,MA,26698,1970-03-31,667861050,2017-06-27,644,128811,Retired,BR0010
CUST001064,Clifford,Conrad,owenslaura@example.org,966.466.3694,326 Perkins Harbors,Alejandroborough,TX,64901,1964-11-04,626072835,2020-06-19,671,104189,Employed,BR0004
CUST001065,Vanessa,Johnson,tracyrobinson@example.net,001-331-732-4527x567,305 Mason Point,South Kristineberg,UT,52669,1995-03-05,338204654,2020-09-15,731,78911,Employed,BR0011
CUST001066,Laura,Munoz,ernest98@example.org,382.501.5149x77764,165 Gutierrez Key Apt. 822,Rodriguezshire,SD,43465,1973-10-19,673359234,2016-02-21,850,113984,Self-Employed,BR0001
CUST001067,Pamela,Krueger,anna49@example.com,845.777.6613,09159 Cortez Summit Suite 832,New Heidi,WA,48289,1991-06-18,775763085,2022-04-06,666,54259,Employed,BR0002
CUST001068,Lindsay,Bradshaw,christopher70@example.com,(218)453-6087x8072,38811 Alexander Ports,Fosterfort,NE,29315,1996-04-14,454210286,2019-02-16,688,65867,Retired,BR0018
CUST001069,Deborah,Walker,wesley65@example.com,807.919.0565x7439,54673 Charles Glen Apt. 954,Shannonside,NM,98315,1997-11-24,247920821,2021-10-03,837,65500,Employed,BR0013
CUST001070,Zachary,Shaw,browneugene@example.org,929-226-6254,580 Smith Course,Paulmouth,PA,61691,2002-04-06,788940213,2016-06-07,755,50238,Employed,BR0007
CUST001071,Anthony,Hendricks,burchsara@example.com,988.654.6734,9390 Garcia Coves,Staceyfurt,NM,09372,1943-03-30,537292351,2017-08-05,663,79013,Self-Employed,BR0001
CUST001072,James,Smith,david84@example.net,001-225-611-1903x594,941 Lawrence Mission,Lake Feliciaberg,IA,73615,2007-01-06,556917335,2022-11-10,696,28674,Employed,BR0008
CUST001073,Vanessa,Price,ojohnson@example.com,(989)551-3403,4308 William Lodge Apt. 293,Thorntonburgh,MS,99081,1976-09-22,392328353,2018-07-29,841,106637,Employed,BR0009
CUST001074,Natalie,Kennedy,sarah81@example.net,913-931-1786x05776,288 Kathryn Well,North Sandra,NC,58685,1968-09-04,328574421,2016-04-22,790,108184,Retired,BR0004
CUST001075,Michael,Weber,johnhuff@example.org,(806)777-8719x24972,1364 Woods Green Suite 145,South Michael,HI,47089,1973-07-03,455934923,2020-10-16,759,145495,Employed,BR0004
CUST001076,Erica,Avery,tonyamorris@example.net,(599)701-8511x15673,7646 Kaiser Run,Brianchester,WV,70238,1990-02-07,010788923,2019-03-06,619,57396,Employed,BR0010
CUST001077,William,Clark,villarrealjeffrey@example.com,502-475-8603x45633,9524 Hayes Junction,West Michellemouth,VA,62171,1943-02-01,874682187,2022-08-01,651,64853,Employed,BR0008
CUST001078,James,Stephens,lindaali@example.net,001-627-916-1862x8697,237 Jason Point Suite 478,Goodwinburgh,MT,69524,1989-03-17,099743101,2017-10-29,695,121036,Employed,BR0005
CUST001079,Laura,Moore,christopher23@example.org,606.325.3941x85455,8831 Cannon Center,West Richard,AK,27111,1968-08-24,163652469,2023-01-26,850,110960,Employed,BR0013
CUST001080,Thomas,Nguyen,monica04@example.com,001-886-457-1689,25086 Melissa Lodge,Paulborough,ME,57943,1972-01-17,396078583,2024-11-22,502,146487,Employed,BR0010
CUST001081,Gregory,Smith,melissastephens@example.org,694.867.3631x63308,72628 Joe Fords,Collinston,NY,37723,1977-09-21,802868186,2020-07-09,833,98859,Unemployed,BR0018
CUST001082,Ashley,Welch,proman@example.com,+1-430-631-0166x3662,4140 Chavez Walk Suite 229,Charlesville,SC,00741,1986-04-26,524408636,2023-01-01,736,96795,Self-Employed,BR0004
CUST001083,Christopher,Reyes,vburgess@example.net,9266046901,89162 Ramirez Burg Suite 678,Luisfort,VI,29448,1988-03-28,869191248,2023-01-23,697,100973,Employed,BR0005
CUST001084,Michael,Golden,eric38@example.net,954.440.7110,23050 Hamilton Court Suite 853,Lake James,DE,65986,1971-03-11,783114174,2023-06-24,684,112638,Retired,BR0009
CUST001085,Bailey,Stewart,jill12@example.net,+1-324-792-2028,89521 Salas Plaza,North Teresaburgh,MT,80098,1980-04-01,441225475,2016-07-05,585,103281,Unemployed,BR0012
CUST001086,Melissa,Malone,tdoyle@example.org,491-939-4303x250,623 William Haven Suite 037,Kellyborough,PA,77051,1985-02-08,607352530,2025-04-20,769,75046,Employed,BR0016
CUST001087,Katherine,Mclaughlin,leetricia@example.net,(241)648-6329x08505,159 Mary Crest Apt. 377,North Brian,AR,63848,2001-07-04,260374214,2023-09-28,524,51890,Employed,BR0011
CUST001088,Ashley,Hall,holtthomas@example.com,700-934-5688x486,4496 Bennett Avenue,Taylorfurt,MS,96132,1999-12-04,060994788,2023-09-25,713,30926,Self-Employed,BR0007
CUST001089,Jose,Hernandez,danielsjames@example.net,+1-538-725-2894x043,0269 Webb Mill,Davidchester,MT,73985,1992-12-10,297720841,2019-06-06,729,71049,Employed,BR0019
CUST001090,Elizabeth,Garcia,richardmills@example.com,524-581-3537x64298,95395 Joy Vista,Williamsside,MI,25169,1996-05-14,186779157,2023-09-12,565,45110,Self-Employed,BR0013
CUST001091,Nichole,Roberts,davisjonathan@example.net,247.854.7377x0499,194 Carson Loaf Suite 977,New Paul,WI,04606,1989-12-01,680264110,2016-02-05,850,35231,Employed,BR0006
CUST001092,Matthew,Harris,uweaver@example.net,608-504-1756,2188 Stanley Unions,Lake Jennifershire,OR,13721,2004-06-14,397418296,2023-08-10,794,32738,Retired,BR0002
CUST001093,Herbert,Ortiz,kathryn10@example.com,+1-757-986-7126,182 Gabriel Overpass,Rhondaburgh,KS,76188,2000-02-29,690751049,2022-08-13,700,44202,Employed,BR0013
CUST001094,Anthony,Moreno,ballmichael@example.net,001-755-737-3043x76318,0716 Scott Station Apt. 440,North Julieview,AZ,58770,1962-04-15,379530740,2018-04-09,745,89766,Unemployed,BR0006
CUST001095,John,Hensley,williamsroberto@example.org,697.429.6822x885,44979 Paula Landing Apt. 973,Russellmouth,KY,58874,1951-10-17,751478336,2023-08-03,667,45948,Employed,BR0004
CUST001096,Mary,Park,stephaniewashington@example.org,9539925906,536 Katrina Coves,Robertsbury,UT,03125,1982-11-09,264082586,2021-09-11,656,93319,Self-Employed,BR0014
CUST001097,Nicholas,Mcguire,carterjames@example.org,(367)975-2707x12797,50642 Moore Stravenue Apt. 438,South Rebekahchester,NH,52620,1991-07-01,139227183,2016-04-29,679,59122,Employed,BR0010
CUST001098,Douglas,Bailey,stephaniefoster@example.org,001-715-884-6472,6782 Evelyn Mews,South Heatherville,MD,93565,1994-05-29,815905750,2016-04-17,589,62566,Self-Employed,BR0013
CUST001099,Elizabeth,Lopez,younganthony@example.net,231.722.0667x6654,242 Heather Loop,Jeffreybury,UT,22346,2003-05-16,513967117,2016-12-25,663,44450,Unemployed,BR0004
CUST001100,Steven,Wade,angela13@example.net,8576321367,5261 Wilson Mill Apt. 557,West Tamaraburgh,RI,49453,2006-11-23,037726529,2024-10-12,591,47987,Unemployed,BR0002
CUST001101,Trevor,Yates,christopher35@example.net,001-498-896-2586,6006 Matthew Key,West Christophershire,VI,99498,1989-04-29,458895952,2017-01-08,719,62134,Unemployed,BR0011
CUST001102,Michelle,Gonzalez,brianna31@example.org,334.545.8019x762,1646 Luis Squares Suite 532,East Melanie,WY,34803,1966-12-16,793580642,2024-05-31,656,123284,Employed,BR0007
CUST001103,Cody,Mayo,nelsonhannah@example.org,001-671-598-8408,8126 Tony Rapid Apt. 008,West Zacharyshire,PA,02063,1961-07-30,338848321,2016-06-12,686,118755,Employed,BR0017
CUST001104,Amy,Adams,jayjoseph@example.org,408-310-5635x86990,16694 Johnson Dam,East Ritaport,MH,56883,1989-04-30,459554232,2018-03-10,637,85056,Self-Employed,BR0019
CUST001105,William,Hernandez,ashlee36@example.org,3744988495,92033 Jennifer Green Suite 565,Baldwinville,WV,55494,1958-08-16,401468045,2024-06-14,596,80350,Self-Employed,BR0001
CUST001106,Crystal,Clark,tina95@example.org,438-796-4164x5086,23072 Barry Plaza,Cruzville,PW,24926,1969-06-22,424133565,2025-05-29,596,119011,Retired,BR0007
CUST001107,Michael,Franco,tracy58@example.com,280-558-3934,4278 Cunningham Pass Apt. 920,Salazarstad,MS,80877,1977-05-04,201236070,2022-10-17,659,100720,Employed,BR0007
CUST001108,Lisa,Crane,ibarker@example.org,(783)712-7534x18399,022 Christopher Motorway Suite 106,New Kenneth,VI,02824,1995-05-26,137966334,2025-06-16,695,68836,Employed,BR0017
CUST001109,Justin,Gibson,elizabeth41@example.net,239-810-3231x8667,747 Brewer Dale Apt. 110,Aaronbury,NY,33311,1987-09-19,253957673,2025-03-24,563,146495,Retired,BR0014
CUST001110,Glenn,Smith,daysergio@example.net,495.433.4225x3939,57772 Bryant Lake Suite 502,Lake Lindahaven,FM,45625,1995-06-21,192121636,2020-07-14,618,67239,Employed,BR0007
CUST001111,Alicia,Reynolds,pereznicholas@example.net,296.687.8842,9835 West Mountains Apt. 693,New Matthew,DC,85070,1989-08-08,655072462,2021-02-18,692,101979,Employed,BR0019
CUST001112,Lance,Miller,tmarquez@example.net,894.367.7818x9863,594 Spence Prairie,Lake Teresa,DE,93869,1990-09-19,574437180,2018-09-05,455,57820,Employed,BR0016
CUST001113,Jerry,Chen,millerjuan@example.org,979.962.6389x6549,782 Andrew Plaza,North Kristinaville,WA,33992,1998-07-01,183656682,2022-10-26,693,76548,Employed,BR0020
CUST001114,Caitlyn,Foster,christopher75@example.net,714-990-9671x08004,2274 Henderson Squares,New Kenneth,NC,26502,1979-10-19,874065658,2017-09-10,776,95356,Employed,BR0011
CUST001115,Stephen,Willis,juliabrown@example.net,943.935.3675,3426 Patel Orchard Suite 031,West Jeanneshire,NV,79047,1983-05-08,095330017,2023-09-27,732,95650,Employed,BR0006
CUST001116,Rita,Jones,michellejohnson@example.com,999-607-4666,17124 Micheal Manors Apt. 032,Katherinefurt,PR,75581,1940-10-26,381922366,2021-11-25,560,48337,Unemployed,BR0015
CUST001117,Mark,Griffin,uburns@example.net,6789107283,6126 Jorge Square Apt. 631,Thompsonmouth,MA,52204,1992-10-05,715394189,2019-07-13,618,67179,Employed,BR0007
CUST001118,Betty,Gill,bryce95@example.com,(630)206-3621x0516,704 Christopher Streets Suite 373,Diazburgh,NJ,82893,1986-07-21,168989760,2021-02-16,658,150000,Employed,BR0016
CUST001119,Beverly,Stephens,smurray@example.org,354-789-9071x29969,827 Brandon Crossroad Apt. 313,South William,ID,62231,1982-10-16,835346893,2016-01-27,660,76632,Employed,BR0004
CUST001120,Eric,Wright,charles77@example.org,001-329-918-4251x956,558 Eric Square Suite 528,Angelatown,VI,57802,1994-07-29,200012480,2018-04-02,585,58990,Retired,BR0020
CUST001121,Amy,Kane,charlenewalker@example.org,(828)678-9715x359,68474 Hill Lake Suite 072,North Katherine,DE,72672,1998-04-10,362930808,2024-09-09,719,61437,Self-Employed,BR0008
CUST001122,Amy,Michael,vstewart@example.com,(805)981-0580x108,4761 Sean Valleys Suite 636,Paulmouth,IA,29239,1994-01-22,240397278,2023-04-08,728,82078,Employed,BR0007
CUST001123,Joshua,Andrews,jamesmendoza@example.org,(462)581-9150,3873 Benitez Causeway Suite 219,Alantown,KS,62529,1998-04-14,134976828,2016-03-09,613,59165,Self-Employed,BR0016
CUST001124,Claudia,Lin,emartin@example.com,(397)373-6609x859,7366 Harris Mill Suite 874,Rebeccastad,NV,15766,2001-07-04,251158770,2020-01-17,807,21829,Employed,BR0004
CUST001125,Susan,Baker,bbrown@example.org,001-652-557-4777,212 William Passage Suite 756,Port Mercedesland,OH,99585,1973-10-04,577677686,2021-05-21,703,99968,Employed,BR0013
CUST001126,Nathaniel,Watkins,davidlopez@example.net,3009590545,5854 Marcus Port,New Jeffreyport,HI,38570,1989-05-04,419177690,2017-06-28,840,87526,Unemployed,BR0011
CUST001127,Tina,Lopez,johnware@example.org,001-865-433-5359x75980,196 Alicia Points,Gallaghermouth,SC,62195,1964-08-16,517849045,2018-03-24,735,109816,Employed,BR0019
CUST001128,Kimberly,Buchanan,stevenayers@example.org,8978739836,797 Spears Branch,Lake Dawnview,MN,87239,1990-11-26,048572302,2022-07-15,592,72351,Employed,BR0016
CUST001129,Eric,Lynch,parksandre@example.com,+1-832-526-5278x254,9415 Porter Cliff,Ramosborough,OR,72740,1988-12-04,861997247,2018-07-15,660,110691,Unemployed,BR0018
CUST001130,Joshua,Walsh,moranbrittany@example.net,708.584.0755x380,9726 Monica Land Apt. 705,Port Jameston,MT,79931,1995-04-06,426582977,2016-11-02,664,58963,Employed,BR0002
CUST001131,Kimberly,Nichols,paul38@example.com,4273853798,924 Jeffrey Cove Suite 306,New Austin,NC,49257,1983-06-03,544280547,2022-09-05,625,70046,Employed,BR0009
CUST001132,Anita,Vega,tiffanycoleman@example.net,867-223-8665,7559 Cole Gardens Suite 410,Sherrymouth,NJ,86869,1991-10-19,134460196,2020-09-24,827,90000,Employed,BR0011
CUST001133,Benjamin,Murphy,johnsonamber@example.com,287-423-5784x57208,04150 Moss Track Suite 931,Grayhaven,TN,16083,1996-11-27,439991878,2017-03-14,686,77079,Retired,BR0009
CUST001134,Matthew,Richardson,fcosta@example.org,+1-240-447-5000x4584,706 Sara Lights,Catherineport,RI,32219,1978-03-02,341565707,2024-05-07,850,132907,Employed,BR0019
CUST001135,Sonia,Knapp,kristinalong@example.net,364.972.2455,335 Kimberly Trail,Monicaburgh,KS,36171,1983-05-21,663826668,2022-07-26,583,147759,Self-Employed,BR0006
CUST001136,Jacqueline,Lambert,townsendjessica@example.com,(339)680-4886x725,961 Williams Prairie,Clarkfort,GU,02324,1975-10-08,605651896,2022-07-05,683,115131,Employed,BR0020
CUST001137,Tara,Chung,walkerandrew@example.net,+1-246-391-2815,5466 Mike Fort Apt. 253,Rodriguezmouth,MO,78292,1964-08-24,513586467,2018-09-01,573,99064,Unemployed,BR0019
CUST001138,Kayla,Martin,sarah94@example.com,550-380-9897x173,1604 Patrick Views Apt. 447,South Masonview,KS,14235,1980-04-23,379247048,2020-03-07,715,103390,Employed,BR0015
CUST001139,Justin,Cooper,carolmoody@example.net,+1-945-841-9137x804,93837 Brooke Islands,West Rachel,GU,62789,1992-06-20,687540040,2024-01-01,668,63416,Self-Employed,BR0019
CUST001140,Juan,Lowe,samuel40@example.org,(413)853-4255x56183,38415 Jones Branch,Joshuaberg,VI,82870,1940-02-12,371992317,2023-12-04,668,67812,Employed,BR0015
CUST001141,Matthew,Richardson,dixonjoshua@example.net,(507)627-1263,293 Moreno Cove,East Richard,GA,59654,2004-11-17,254322534,2022-09-14,697,35522,Retired,BR0005
CUST001142,David,West,bgonzales@example.net,688-619-4687x74929,36757 Vanessa Village,Ortizview,VT,79607,1998-08-16,898015413,2019-08-25,606,59382,Retired,BR0013
CUST001143,Richard,Henderson,nlucas@example.org,2317613177,0388 Jaime Cove,Lauraville,NY,02561,1984-06-18,108516600,2020-06-29,651,91243,Employed,BR0011
CUST001144,Amber,Smith,rodneymedina@example.org,+1-938-389-5311x543,3415 Andrew Lane Suite 086,East Jennifer,MI,08313,1981-03-22,297510621,2018-02-20,761,80219,Retired,BR0006
CUST001145,Robert,Zhang,lisacollins@example.com,+1-392-525-1826,62108 Johnson Islands Suite 997,South Derekhaven,CA,05372,1955-03-25,578797826,2021-10-03,646,51407,Employed,BR0004
CUST001146,Ivan,Blanchard,xbarnes@example.org,+1-636-281-6821,73087 Sandra Throughway Apt. 903,New Patriciaberg,AK,07323,1993-03-05,350956409,2018-10-01,723,56680,Self-Employed,BR0003
CUST001147,Raymond,Williams,chentraci@example.com,448.957.9888x9213,152 Caitlin Views,East Derek,NH,88400,1983-09-27,696235374,2020-02-03,722,89994,Employed,BR0012
CUST001148,Benjamin,Phillips,andreasampson@example.com,254.231.8864x5947,924 Robinson Loop Apt. 755,Deborahview,MP,44565,2000-12-25,558328842,2024-02-14,830,40240,Self-Employed,BR0008
CUST001149,Michael,Smith,cadkins@example.net,001-703-217-2113,33156 Baker Crescent Apt. 146,North Oliviaborough,PW,27868,1996-04-22,335240117,2023-02-18,687,59457,Employed,BR0015
CUST001150,Garrett,Thompson,kbrown@example.org,864-326-6331,82310 Thomas Spurs Suite 199,Leslieview,AZ,44337,1987-12-02,781159892,2025-06-24,740,123222,Self-Employed,BR0014
CUST001151,Michael,Spencer,smithmaria@example.com,(773)452-6359x51763,30228 Mendoza Courts Apt. 665,Smithport,OR,22469,1962-03-30,198477304,2023-03-24,555,74308,Employed,BR0020
CUST001152,Scott,Miller,bethany57@example.org,753.922.7997x5261,8317 Logan Crescent,North Jonathanview,DE,21107,1971-09-29,300908205,2021-01-15,850,101630,Employed,BR0013
CUST001153,Virginia,Eaton,egonzales@example.net,871.774.1906,0857 James Avenue Apt. 176,South Anthonyville,IL,85730,1970-11-23,898051858,2017-07-01,624,133476,Employed,BR0019
CUST001154,Emily,Hayes,mercedesortega@example.net,+1-217-220-3579x6564,154 Kimberly Stream,Lake Patriciamouth,OH,19972,1968-07-17,873381231,2017-10-30,618,89991,Employed,BR0009
CUST001155,Robert,Ramirez,kathryn24@example.net,001-411-447-5466x248,64211 Knapp Green,Brownhaven,AS,78829,2006-02-10,829451603,2021-06-26,640,53469,Employed,BR0015
CUST001156,Christina,Young,jmyers@example.org,001-874-264-5331x64950,411 Thomas Shoal Apt. 346,Lake Daniel,TX,02058,1991-10-13,509709808,2016-07-05,703,54620,Retired,BR0019
CUST001157,Danielle,Nichols,shawn60@example.org,+1-983-604-1544,34359 Wright Trace Suite 016,Ericstad,MP,32144,1995-05-01,079867925,2021-03-05,685,68519,Self-Employed,BR0005
CUST001158,Brandon,Lucero,thomasmiller@example.net,285-796-8974,055 Carol Orchard,New Carlos,KY,59078,2003-03-21,748206400,2022-07-06,844,34607,Employed,BR0001
CUST001159,William,Sanders,joyceobrien@example.net,(241)861-1954,789 William Place,South Wayneborough,CO,16588,1991-01-15,154861930,2023-07-27,613,56678,Employed,BR0017
CUST001160,Sharon,Cook,nataliehernandez@example.org,731.225.6772,561 Thompson Mount,West Christopherview,WY,23368,1994-03-26,509848103,2018-12-12,580,79244,Employed,BR0013
CUST001161,Douglas,Stewart,fhall@example.com,(914)520-9420,1587 Christina Ridges Suite 250,Wendyberg,TN,43755,2006-04-10,232830036,2025-07-06,546,34051,Self-Employed,BR0004
CUST001162,Michael,Norris,zsnyder@example.net,+1-536-342-7379x572,129 Christopher Islands Apt. 113,North Daniel,NJ,43515,1974-01-28,193480727,2018-10-07,705,96018,Employed,BR0002
CUST001163,Miranda,Sullivan,stephanie41@example.org,522.723.2087,94391 Timothy Pine Suite 878,South Christine,DE,30017,1998-04-19,115559075,2018-11-24,707,62740,Unemployed,BR0015
CUST001164,Donald,Banks,williamsonlisa@example.org,515.219.3178x449,4738 Cody Underpass,South Bruce,KS,75849,1986-06-04,273512770,2020-12-11,793,59850,Employed,BR0015
CUST001165,Megan,Edwards,gonzalestracy@example.org,6533558823,082 Zachary Islands,Port Sarahside,KY,65008,1990-05-23,493769066,2018-07-24,704,63849,Employed,BR0019
CUST001166,Suzanne,Robertson,jeffrey15@example.com,001-841-553-3070x66670,19161 Veronica Ramp,Matthewbury,AK,78484,1962-02-18,251633368,2017-09-04,680,70646,Employed,BR0019
CUST001167,Mary,Scott,halltrevor@example.org,203.279.3061x892,8207 Lindsay Lock Apt. 474,West Ryan,KY,63177,1992-05-05,250195902,2021-03-15,736,66409,Employed,BR0014
CUST001168,Bruce,Coleman,mary99@example.org,236-579-1207x20957,508 Ashley Terrace Suite 844,Ryanmouth,WA,91861,1971-11-22,737691302,2023-05-07,750,86212,Employed,BR0018
CUST001169,Joseph,Ferrell,bookerjorge@example.net,(815)956-7409x201,930 Charles Glens Apt. 405,South Crystaltown,OK,09959,1994-10-23,864334453,2023-02-10,849,64590,Employed,BR0017
CUST001170,Michael,Stone,cherryalexander@example.com,8045645497,875 Michael Brook Suite 899,Port Julian,NE,18136,1987-07-08,324576915,2016-10-07,673,67195,Employed,BR0006
CUST001171,Christopher,Lee,hortoncarrie@example.net,718-212-1652,9590 Allen Junction,South Mirandaland,WI,65677,1998-06-08,263107092,2020-05-28,634,48922,Employed,BR0010
CUST001172,Timothy,Brock,xhumphrey@example.org,+1-603-823-1976x7025,8444 Wheeler Haven,Kathleenhaven,PA,24095,1953-12-27,258885052,2017-03-01,612,72631,Employed,BR0006
CUST001173,Shelly,Daniels,williambarton@example.org,972.744.7929,448 Smith Avenue,Patrickside,KS,53608,1977-04-26,241752535,2020-08-28,765,157393,Retired,BR0016
CUST001174,Ann,Cameron,pcastro@example.com,001-537-667-6497x37805,1918 Martinez Crossroad,Parkerchester,AS,60496,1951-04-10,443556559,2016-09-17,601,49003,Employed,BR0014
CUST001175,Heather,Miller,guzmanpatricia@example.org,(742)859-9317x6970,9105 Gross Forest Suite 704,Kristenfort,NJ,15047,1983-10-06,279055824,2023-05-25,824,118872,Unemployed,BR0015
CUST001176,Meghan,Mcdonald,taylormichael@example.net,7159544940,56374 Peck Plaza Suite 555,Myerschester,IL,32223,1968-10-16,848444449,2018-11-11,449,67818,Employed,BR0014
CUST001177,Aaron,Conway,anthony95@example.org,001-907-227-7282x76958,66036 Shepherd Plains Apt. 276,Josephburgh,SD,79152,1964-01-01,844373221,2021-11-13,601,110873,Retired,BR0004
CUST001178,Brandon,Horne,bpham@example.com,377.878.4247,191 Lee Springs Suite 950,Langmouth,PA,23560,2005-04-19,353051624,2022-05-05,747,60000,Retired,BR0019
CUST001179,Catherine,Bailey,emoreno@example.net,423.507.0081x33490,3269 Katherine Harbors Suite 180,Lake Nicolasshire,SC,46698,1998-09-06,626791931,2017-09-29,406,67049,Employed,BR0005
CUST001180,Deanna,Thompson,robert40@example.org,818-728-7914,12033 Victoria Rapids Suite 669,Ericshire,LA,25258,1968-04-28,572873405,2023-12-07,718,116995,Employed,BR0018
CUST001181,Michael,Hensley,olivia88@example.com,(937)473-4850x3027,9316 Michael Ville,Michaelburgh,NE,58633,1964-12-31,633782387,2020-06-18,752,109471,Retired,BR0015
