card_id,customer_id,card_number,expiry_date,credit_limit,current_balance,available_credit,issue_date,card_type,status
CARD000509,CUST003651,9961385001864205,2027-04-04,10682,7972,2710,2025-09-19,MasterCard,Active
CARD000510,CUST001489,6063805897759493,2029-06-04,12012,7969,4043,2025-08-25,MasterCard,Active
CARD000511,CUST001027,1167200814384491,2026-01-20,9124,2350,6774,2025-08-29,MasterCard,Inactive
CARD000512,CUST000501,1652334094383778,2029-10-19,15344,9073,6271,2024-02-06,American Express,Active
CARD000513,CUST004838,3451144865175847,2026-02-28,5609,1284,4325,2024-09-19,American Express,Active
CARD000514,CUST003100,4092725484922122,2027-05-21,12055,2195,9860,2023-08-23,Visa,Active
CARD000515,CUST000334,3543840904712675,2027-09-15,14048,6864,7184,2025-03-12,American Express,Active
CARD000516,CUST004988,2402207990706694,2030-04-22,13485,445,13040,2024-10-20,MasterCard,Active
CARD000517,CUST002883,0568084832990302,2027-03-30,8044,5558,2486,2018-08-13,MasterCard,Active
CARD000518,CUST004174,1135218467209562,2028-05-27,8680,1377,7303,2025-08-22,MasterCard,Active
CARD000519,CUST000264,1928840620985733,2030-01-10,4874,910,3964,2025-07-18,American Express,Inactive
CARD000520,CUST002520,0838742758258198,2028-09-21,6134,3241,2893,2025-09-05,Visa,Active
CARD000521,CUST004255,2658489712194923,2027-11-21,7439,244,7195,2025-02-08,American Express,Active
CARD000522,CUST004461,1201283968985511,2028-09-11,5015,2523,2492,2018-09-04,MasterCard,Active
CARD000523,CUST001146,2949333411559140,2030-06-18,2830,908,1922,2020-09-11,Visa,Active
CARD000524,CUST003899,6433022054307392,2029-04-09,10689,5509,5180,2024-09-02,Visa,Active
CARD000525,CUST003536,0441939771166012,2029-07-23,8157,5479,2678,2024-03-01,MasterCard,Active
CARD000526,CUST004913,7896270250552319,2028-07-29,9583,2955,6628,2025-01-27,American Express,Inactive
CARD000527,CUST003721,4097092298894406,2030-04-24,4359,68,4291,2022-02-07,Visa,Active
CARD000528,CUST004368,2973405173685663,2028-03-25,9027,2804,6223,2025-08-09,MasterCard,Active
CARD000529,CUST001609,2466328653473973,2029-06-12,1000,14,986,2018-07-02,American Express,Active
CARD000530,CUST000368,5244509300436268,2030-03-07,13967,795,13172,2019-04-19,Visa,Active
CARD000531,CUST000142,1422482147575967,2029-09-29,13745,8524,5221,2024-11-11,Visa,Active
CARD000532,CUST001179,2389814451774900,2027-07-26,7648,3835,3813,2022-05-06,American Express,Active
CARD000533,CUST004092,7022500228036502,2029-07-06,9705,4272,5433,2021-06-27,Visa,Active
CARD000534,CUST002305,9470062318375614,2026-09-13,6953,3784,3169,2021-09-24,American Express,Active
CARD000535,CUST002510,7542503000322321,2028-05-24,16751,3453,13298,2022-09-01,American Express,Active
CARD000536,CUST002404,3861848536138809,2030-02-01,3753,581,3172,2021-08-28,MasterCard,Active
CARD000537,CUST001598,9338228227818700,2030-02-18,2931,1641,1290,2021-12-15,Visa,Active
CARD000538,CUST001834,1763803704033706,2030-04-03,8271,1709,6562,2024-01-27,American Express,Active
CARD000539,CUST002110,1344996113368812,2027-04-10,12237,6498,5739,2023-03-25,American Express,Active
CARD000540,CUST002293,6563498259730372,2028-08-08,11389,2875,8514,2020-04-25,MasterCard,Active
CARD000541,CUST003081,1687862787317225,2026-06-12,5509,9,5500,2023-09-04,MasterCard,Active
CARD000542,CUST000077,1387656093331982,2027-02-17,2181,176,2005,2022-12-26,Visa,Active
CARD000543,CUST002251,2966251781876093,2025-11-06,8619,2635,5984,2025-01-09,Visa,Active
CARD000544,CUST001766,2525766959600988,2030-04-29,10538,4788,5750,2021-12-07,American Express,Active
CARD000545,CUST003930,8779682184863967,2030-08-07,12552,5436,7116,2025-08-22,American Express,Inactive
CARD000546,CUST004973,3602344662782070,2029-12-18,6561,1534,5027,2024-09-23,MasterCard,Active
CARD000547,CUST000205,8233869417552185,2029-10-17,9719,5595,4124,2021-11-11,American Express,Active
CARD000548,CUST001647,4451318002048528,2029-10-20,6128,82,6046,2025-03-02,American Express,Active
CARD000549,CUST003634,2621457747883262,2028-05-26,7481,1347,6134,2024-08-24,MasterCard,Inactive
CARD000550,CUST000910,3314371550815763,2029-08-06,1000,545,455,2025-07-31,MasterCard,Active
CARD000551,CUST001680,4350526199446138,2028-06-12,7789,4017,3772,2023-01-30,Visa,Active
CARD000552,CUST002359,7651929088184134,2026-03-22,6500,2512,3988,2018-03-28,American Express,Active
CARD000553,CUST000004,1209398627885859,2029-12-30,17179,8708,8471,2025-09-17,American Express,Blocked
CARD000554,CUST001513,9494524672252688,2026-09-05,1885,413,1472,2020-01-04,Visa,Active
CARD000555,CUST000656,6602501007252299,2027-12-13,9114,1340,7774,2020-11-13,Visa,Active
CARD000556,CUST000291,4376340175115419,2027-07-27,10172,5804,4368,2020-03-02,Visa,Active
CARD000557,CUST002704,0180397641228132,2029-08-31,8889,1327,7562,2024-08-13,Visa,Active
CARD000558,CUST004683,0658543575997926,2030-03-04,12095,1452,10643,2023-03-22,American Express,Active
CARD000559,CUST004143,8880741812913053,2027-06-20,8881,3497,5384,2025-06-09,MasterCard,Active
CARD000560,CUST001148,5898760393826964,2026-06-26,9941,4094,5847,2024-08-15,Visa,Active
CARD000561,CUST003374,5722390252462521,2030-08-30,8243,2059,6184,2023-08-22,MasterCard,Active
CARD000562,CUST004635,9053321488677588,2029-09-18,1768,344,1424,2025-03-17,American Express,Active
CARD000563,CUST003783,8408668414118853,2030-04-21,8863,1894,6969,2021-05-11,Visa,Active
CARD000564,CUST000003,3298839662169309,2027-09-04,8391,2808,5583,2024-08-12,American Express,Active
CARD000565,CUST004005,0240648239054019,2026-02-23,6463,4012,2451,2024-12-26,American Express,Active
CARD000566,CUST000136,0063780817846306,2029-09-19,7065,4394,2671,2024-09-23,Visa,Active
CARD000567,CUST002724,9499120073286554,2028-05-07,7517,4087,3430,2019-09-01,American Express,Inactive
CARD000568,CUST000583,9260470137268241,2029-09-17,7884,1334,6550,2023-11-14,Visa,Active
CARD000569,CUST001652,4933004180055989,2028-06-07,10714,6829,3885,2024-04-16,American Express,Active
CARD000570,CUST000625,9809013575602570,2029-06-09,8071,3838,4233,2022-06-12,MasterCard,Active
CARD000571,CUST004296,4344061754961201,2025-10-07,10419,6570,3849,2023-07-11,American Express,Active
CARD000572,CUST002651,3526153854837488,2027-08-08,3685,2592,1093,2025-08-16,American Express,Active
CARD000573,CUST001698,7936390523498113,2026-07-01,7435,5301,2134,2022-03-31,Visa,Inactive
CARD000574,CUST001051,3863809852884074,2028-03-22,3383,143,3240,2020-02-29,American Express,Active
CARD000575,CUST001867,7901594986291742,2026-04-24,7946,5026,2920,2023-11-03,MasterCard,Active
CARD000576,CUST002532,1589040622491103,2027-12-22,4732,171,4561,2019-07-27,Visa,Active
CARD000577,CUST002562,1609377309743422,2030-04-02,4911,2254,2657,2023-03-04,Visa,Active
CARD000578,CUST004815,7434658676914550,2027-06-25,11030,226,10804,2024-07-28,MasterCard,Active
CARD000579,CUST000795,9144609629212147,2026-03-19,4697,2043,2654,2025-06-25,Visa,Active
CARD000580,CUST001897,4904071735556183,2029-07-23,12001,2306,9695,2020-10-18,American Express,Active
CARD000581,CUST002702,9662406025897966,2026-01-09,7305,3720,3585,2022-12-31,MasterCard,Active
CARD000582,CUST004969,0740406599179157,2030-07-29,7419,4459,2960,2025-02-09,Visa,Active
CARD000583,CUST004975,3965782185730339,2029-10-31,10171,5260,4911,2024-01-13,MasterCard,Active
CARD000584,CUST000331,8406889634806882,2030-03-10,8770,1336,7434,2024-11-03,American Express,Active
CARD000585,CUST002099,4687972850305112,2029-12-10,11077,7755,3322,2020-09-27,American Express,Active
CARD000586,CUST004059,7567586448539963,2027-12-18,10487,4965,5522,2024-12-14,American Express,Active
CARD000587,CUST004819,3653693369070375,2029-08-27,10838,5645,5193,2025-02-18,American Express,Active
CARD000588,CUST003454,8069018795982205,2026-11-02,7610,3,7607,2025-06-07,Visa,Active
CARD000589,CUST003698,1144806021303602,2027-02-23,6392,2584,3808,2021-11-27,Visa,Active
CARD000590,CUST003838,1054568119331124,2025-10-09,11402,7738,3664,2022-09-24,American Express,Active
CARD000591,CUST004424,8925405982495066,2030-01-05,10689,5067,5622,2025-07-26,Visa,Active
CARD000592,CUST000896,9477524137482492,2027-11-30,12605,8126,4479,2024-03-14,Visa,Active
CARD000593,CUST004237,0542403081003383,2027-08-30,11758,2930,8828,2024-09-01,American Express,Active
CARD000594,CUST001290,7308266761704508,2026-06-30,9089,5844,3245,2025-02-24,American Express,Active
CARD000595,CUST003703,9951086772411596,2028-06-11,13696,8831,4865,2024-09-18,American Express,Active
CARD000596,CUST000714,0652633442095050,2026-06-01,5883,1003,4880,2025-02-10,Visa,Active
CARD000597,CUST004444,7131008561647249,2027-12-12,12160,2433,9727,2025-01-10,Visa,Active
CARD000598,CUST002732,5800708837941095,2026-09-23,11906,9230,2676,2025-09-19,American Express,Active
CARD000599,CUST003072,9740283206981372,2028-01-07,9650,5321,4329,2023-06-07,American Express,Active
CARD000600,CUST004210,5918198532105990,2028-11-24,2886,671,2215,2018-08-05,Visa,Active
CARD000601,CUST004832,3198523962862886,2028-09-30,10480,5212,5268,2022-05-01,Visa,Active
CARD000602,CUST004863,9095246802747083,2030-09-17,2436,139,2297,2023-05-03,American Express,Active
CARD000603,CUST004194,6310554144476251,2026-07-04,16157,12320,3837,2024-10-12,MasterCard,Active
CARD000604,CUST003866,1948919942695229,2026-09-21,13647,6127,7520,2024-11-25,American Express,Active
CARD000605,CUST000482,1165890541227925,2027-04-08,8890,3958,4932,2024-08-29,Visa,Active
CARD000606,CUST004599,9387626321922223,2030-09-05,12797,1341,11456,2021-05-01,MasterCard,Active
CARD000607,CUST004439,4532355454833986,2027-06-15,1020,499,521,2023-07-07,American Express,Active
CARD000608,CUST004287,4179818351238536,2029-01-27,9381,2244,7137,2022-10-18,MasterCard,Active
CARD000609,CUST003649,9985642763888422,2028-04-27,1000,307,693,2024-12-24,Visa,Active
CARD000610,CUST001912,3788520303353379,2025-11-20,6901,1524,5377,2022-10-04,American Express,Active
CARD000611,CUST003260,0116600231871373,2025-12-27,4704,1,4703,2024-10-27,MasterCard,Active
CARD000612,CUST004465,5821540881915718,2028-10-02,5304,388,4916,2021-09-19,MasterCard,Active
CARD000613,CUST004811,3379704795455329,2029-11-10,11113,6440,4673,2025-05-28,Visa,Active
CARD000614,CUST004980,4214905451458320,2030-09-14,9905,6096,3809,2022-08-09,American Express,Active
CARD000615,CUST003942,9855397168829679,2029-03-09,3860,1837,2023,2021-10-19,American Express,Active
CARD000616,CUST002148,4667591085976131,2027-01-16,8892,2740,6152,2018-09-08,Visa,Active
CARD000617,CUST002326,2609489899421673,2028-05-21,9506,3180,6326,2024-04-12,American Express,Blocked
CARD000618,CUST003301,3090819337122799,2026-01-02,1000,232,768,2023-04-27,MasterCard,Inactive
CARD000619,CUST001289,1830034001029001,2029-06-28,2675,123,2552,2022-07-10,American Express,Active
CARD000620,CUST001524,4637727159688383,2029-05-18,8123,224,7899,2016-10-30,Visa,Active
CARD000621,CUST000959,3411763193196481,2029-12-09,7923,3905,4018,2023-10-12,MasterCard,Active
CARD000622,CUST004687,3305247019929956,2026-06-13,9566,3521,6045,2018-09-22,American Express,Active
CARD000623,CUST004527,1709987838914472,2030-07-20,5299,2631,2668,2025-07-21,Visa,Active
CARD000624,CUST004768,4435846754042464,2029-07-15,8578,3807,4771,2024-05-05,MasterCard,Active
CARD000625,CUST002795,3666386820294409,2030-06-27,5084,2455,2629,2024-12-31,American Express,Active
CARD000626,CUST003043,7972078754162203,2027-11-10,8759,4672,4087,2025-01-24,American Express,Active
CARD000627,CUST004675,8459251749400204,2029-06-27,9692,400,9292,2022-07-26,Visa,Active
CARD000628,CUST004994,9086896350183384,2030-03-15,7604,1905,5699,2024-05-23,MasterCard,Active
CARD000629,CUST003814,4119092944452114,2030-07-10,4053,2824,1229,2022-09-30,American Express,Active
CARD000630,CUST000145,4802148103636039,2028-09-13,5818,494,5324,2025-09-19,American Express,Active
CARD000631,CUST001691,9900323824735396,2030-03-23,8775,4577,4198,2023-06-17,American Express,Active
CARD000632,CUST000766,3551514740240249,2030-02-16,14488,5460,9028,2023-09-30,Visa,Inactive
CARD000633,CUST002211,9647422319691347,2029-04-27,7512,4283,3229,2025-09-19,American Express,Active
CARD000634,CUST004748,1949249401827209,2027-02-26,4713,48,4665,2017-08-01,MasterCard,Active
CARD000635,CUST000636,8073476029417701,2028-10-30,7597,156,7441,2021-05-25,Visa,Active
CARD000636,CUST003758,8715404754318197,2028-01-14,7478,674,6804,2022-06-06,MasterCard,Active
CARD000637,CUST002610,1516041700664034,2030-01-23,4618,2459,2159,2022-05-15,American Express,Active
CARD000638,CUST000857,0079455765332327,2028-01-13,7562,4102,3460,2023-05-26,American Express,Inactive
CARD000639,CUST004813,2703267115772997,2029-02-08,11072,7481,3591,2022-05-28,Visa,Active
CARD000640,CUST001459,2369869056273281,2030-06-01,5735,353,5382,2021-11-30,American Express,Active
CARD000641,CUST003295,7837204406220100,2027-05-13,12238,2881,9357,2024-02-14,MasterCard,Inactive
CARD000642,CUST003388,8146349176393163,2029-01-22,13895,7029,6866,2016-10-30,MasterCard,Active
CARD000643,CUST003362,6440076745201917,2026-04-19,6616,1871,4745,2025-03-27,MasterCard,Active
CARD000644,CUST002246,1499322802794065,2029-08-20,2590,755,1835,2018-07-16,MasterCard,Active
CARD000645,CUST001266,5338319116785349,2027-01-30,8372,158,8214,2021-12-31,Visa,Active
CARD000646,CUST003859,2944168910261055,2026-06-27,10919,2165,8754,2022-06-23,American Express,Active
CARD000647,CUST003608,5444227403726595,2025-12-15,8633,1410,7223,2025-05-28,American Express,Active
CARD000648,CUST003266,4652641767189871,2026-05-11,10404,2642,7762,2019-02-15,MasterCard,Active
CARD000649,CUST003027,0385043530550508,2026-04-14,7644,1920,5724,2025-06-26,MasterCard,Active
CARD000650,CUST000147,3606008403130881,2030-04-09,7194,1656,5538,2025-03-13,MasterCard,Active
CARD000651,CUST000114,4467655585139045,2028-09-05,5826,2634,3192,2020-11-24,Visa,Active
CARD000652,CUST002545,3982427634625690,2030-04-20,11696,5173,6523,2021-02-22,MasterCard,Active
CARD000653,CUST002499,8114976690717642,2030-06-07,9962,3439,6523,2018-07-04,American Express,Active
CARD000654,CUST003778,5374452980706187,2028-08-16,6978,3992,2986,2023-04-29,Visa,Active
CARD000655,CUST000684,2979101797755573,2027-12-30,13217,7250,5967,2025-09-20,Visa,Active
CARD000656,CUST003089,8123091884075110,2026-09-11,9245,6131,3114,2021-02-04,Visa,Active
CARD000657,CUST001108,6500825391878639,2027-05-02,6114,49,6065,2025-09-20,MasterCard,Active
CARD000658,CUST004191,7424375061691352,2025-11-16,6302,2385,3917,2023-11-26,MasterCard,Active
CARD000659,CUST000432,7107412736481714,2029-01-01,12762,6045,6717,2025-04-30,American Express,Active
CARD000660,CUST000584,5338955817212041,2026-01-05,10118,7874,2244,2025-06-18,MasterCard,Active
CARD000661,CUST000001,6297985723172323,2027-11-03,12393,1669,10724,2023-08-15,American Express,Active
CARD000662,CUST002936,4367234658427221,2027-10-02,2037,451,1586,2024-02-19,American Express,Active
CARD000663,CUST000544,4965358113129534,2028-09-10,11040,2724,8316,2022-03-11,Visa,Active
CARD000664,CUST000350,2705366789417202,2026-01-01,9721,2177,7544,2024-11-06,American Express,Active
CARD000665,CUST002956,6532811243553214,2030-05-06,11199,5989,5210,2024-05-28,Visa,Active
CARD000666,CUST002091,7622664457477103,2027-06-11,3794,1737,2057,2020-01-13,Visa,Active
CARD000667,CUST003558,7277349779757755,2028-09-16,8961,6210,2751,2018-06-17,MasterCard,Active
CARD000668,CUST004423,9818608185667001,2025-09-27,4954,1283,3671,2023-10-08,American Express,Active
CARD000669,CUST000458,5329503979359697,2026-12-23,4231,1041,3190,2025-06-12,Visa,Active
CARD000670,CUST003098,3007072089609613,2029-06-17,8805,1414,7391,2024-06-11,American Express,Active
CARD000671,CUST004412,6566131247561486,2027-05-25,9418,4257,5161,2021-09-26,Visa,Active
CARD000672,CUST003648,4258333485496268,2027-03-04,1000,135,865,2024-08-05,American Express,Active
CARD000673,CUST002998,3082130738736840,2028-02-28,7969,5682,2287,2025-04-22,Visa,Active
CARD000674,CUST000054,5957104804125179,2026-06-12,14251,9428,4823,2024-06-18,MasterCard,Active
CARD000675,CUST004597,2108258359888976,2026-08-18,9796,3669,6127,2025-06-24,American Express,Active
CARD000676,CUST000132,7933631743918270,2030-05-18,7526,2257,5269,2024-07-12,MasterCard,Active
CARD000677,CUST003858,5376891631601928,2030-07-26,5137,2308,2829,2021-06-16,American Express,Active
CARD000678,CUST002817,5055049013501242,2029-06-11,8084,2219,5865,2023-01-10,MasterCard,Active
CARD000679,CUST000736,7033603065210081,2028-05-15,8109,1542,6567,2023-07-17,MasterCard,Active
CARD000680,CUST002868,2355247985974355,2030-07-06,12611,5182,7429,2021-07-30,Visa,Active
CARD000681,CUST002452,6579887012175724,2029-11-21,10496,2569,7927,2020-11-07,Visa,Blocked
CARD000682,CUST002086,7320248719262627,2029-08-02,15199,9389,5810,2024-07-12,American Express,Active
CARD000683,CUST001576,8698538612602273,2030-06-24,2997,1253,1744,2023-05-28,Visa,Active
CARD000684,CUST003523,7832471217705442,2026-05-12,10702,8343,2359,2021-11-01,American Express,Active
CARD000685,CUST004396,6790313363607198,2027-12-05,8593,2442,6151,2022-04-18,American Express,Active
CARD000686,CUST002287,2078519645816194,2030-08-28,5288,489,4799,2024-04-30,MasterCard,Active
CARD000687,CUST004150,3218931721404447,2028-08-29,9605,5445,4160,2025-04-28,American Express,Active
CARD000688,CUST000593,6550055698065668,2025-12-20,7201,4524,2677,2020-03-31,MasterCard,Active
CARD000689,CUST000762,2666483412863277,2028-10-13,6255,2980,3275,2023-02-11,Visa,Blocked
CARD000690,CUST001607,1711515378478641,2028-09-07,2335,910,1425,2025-09-12,Visa,Active
CARD000691,CUST003737,4388811723457955,2025-11-03,11880,380,11500,2019-04-10,MasterCard,Active
CARD000692,CUST003642,2778498502586389,2028-09-28,7050,4256,2794,2021-11-21,Visa,Active
CARD000693,CUST000971,2686973926332163,2030-03-02,7845,6130,1715,2024-12-12,MasterCard,Active
CARD000694,CUST003754,3593333230678650,2028-02-09,10492,4188,6304,2019-06-16,Visa,Active
CARD000695,CUST001703,3124723822458659,2029-10-06,13974,7353,6621,2023-11-14,MasterCard,Active
CARD000696,CUST002436,7192508374631584,2030-02-11,4760,45,4715,2025-02-21,MasterCard,Active
CARD000697,CUST001852,8822333450906457,2028-05-23,8401,1828,6573,2023-09-22,Visa,Active
CARD000698,CUST001842,6585392702116471,2027-10-31,4605,3451,1154,2023-11-15,MasterCard,Inactive
CARD000699,CUST003687,5938146197069813,2027-02-12,7007,1928,5079,2023-05-03,American Express,Active
CARD000700,CUST002031,4874939027062839,2030-04-16,2998,124,2874,2018-09-05,MasterCard,Active
CARD000701,CUST001708,9422905388685882,2026-04-05,11038,4739,6299,2024-05-05,American Express,Active
CARD000702,CUST000918,5461961720734842,2027-11-06,1712,139,1573,2022-03-04,MasterCard,Active
CARD000703,CUST003631,3462889188774900,2025-10-12,8105,5320,2785,2024-11-09,MasterCard,Active
CARD000704,CUST001968,7190950179136754,2025-12-15,13673,8522,5151,2022-05-16,MasterCard,Active
CARD000705,CUST000719,1318375073012058,2030-03-17,5859,3424,2435,2024-01-19,MasterCard,Active
CARD000706,CUST003828,9772137003626998,2025-12-26,5715,2064,3651,2025-06-08,MasterCard,Active
CARD000707,CUST000266,3075733706349392,2027-06-05,13184,4005,9179,2025-07-03,Visa,Active
CARD000708,CUST001611,8725368122167562,2028-04-21,3782,177,3605,2024-02-09,Visa,Active
CARD000709,CUST001292,1847764616151692,2028-05-22,7615,2744,4871,2021-03-03,American Express,Active
CARD000710,CUST002539,6088144092035781,2027-08-31,7978,2590,5388,2025-08-26,Visa,Active
CARD000711,CUST002834,5378135047081059,2030-06-11,4308,1535,2773,2025-04-08,American Express,Active
CARD000712,CUST003094,2114432267948535,2027-05-23,6620,210,6410,2020-07-10,Visa,Active
CARD000713,CUST003993,3481836498111716,2029-12-04,10310,6721,3589,2025-03-24,MasterCard,Active
CARD000714,CUST004065,8961674621769665,2027-11-28,16686,4112,12574,2024-05-02,American Express,Active
CARD000715,CUST004529,2996307117320101,2028-02-09,10167,1265,8902,2019-06-23,Visa,Active
CARD000716,CUST003146,2719539002286331,2029-02-18,8235,3510,4725,2025-02-12,Visa,Active
CARD000717,CUST000317,7583951762363469,2025-11-03,1953,1560,393,2024-07-18,Visa,Active
CARD000718,CUST000188,7404660282226410,2026-09-22,4357,2268,2089,2022-06-26,Visa,Active
CARD000719,CUST003298,1278099811897222,2029-01-26,14306,1649,12657,2025-07-10,Visa,Active
CARD000720,CUST002541,1285203704474349,2027-12-03,4655,1039,3616,2023-11-08,American Express,Active
CARD000721,CUST004956,8353076961228479,2026-07-02,13866,7747,6119,2023-03-21,Visa,Active
CARD000722,CUST001573,9439847815926407,2030-06-11,4364,901,3463,2024-10-22,Visa,Inactive
CARD000723,CUST004508,6947047877974810,2026-03-22,1316,11,1305,2023-08-11,American Express,Active
CARD000724,CUST003024,4846960879103936,2029-01-31,10656,3374,7282,2023-05-06,MasterCard,Active
CARD000725,CUST002002,5356024593402573,2026-02-19,13008,1532,11476,2024-09-15,Visa,Active
CARD000726,CUST001569,1291343115060277,2028-07-27,11863,5122,6741,2021-12-01,American Express,Inactive
CARD000727,CUST003182,6015302306009751,2026-02-06,7753,4098,3655,2024-06-20,American Express,Active
CARD000728,CUST000104,4881810113001750,2029-04-02,16220,6974,9246,2022-06-16,Visa,Active
CARD000729,CUST000957,4242186350208920,2028-12-23,4081,2531,1550,2020-06-20,Visa,Active
CARD000730,CUST003578,1813933129702861,2029-08-28,10737,1290,9447,2024-05-03,Visa,Active
CARD000731,CUST000885,0955948778180070,2027-10-21,8473,4034,4439,2018-07-06,MasterCard,Active
CARD000732,CUST001735,0868691926683795,2029-02-05,5291,1227,4064,2024-10-11,MasterCard,Active
CARD000733,CUST002459,9533263511841867,2028-12-08,8587,6368,2219,2024-02-02,MasterCard,Active
CARD000734,CUST004074,7518998221068944,2027-12-09,9635,1743,7892,2023-06-02,American Express,Active
CARD000735,CUST002851,8970545205958807,2030-05-21,11581,7491,4090,2023-04-09,American Express,Active
CARD000736,CUST003075,3916727250952214,2028-04-04,3795,2589,1206,2021-12-02,Visa,Active
CARD000737,CUST000980,8830800032520791,2026-08-22,5083,3722,1361,2020-07-10,MasterCard,Active
CARD000738,CUST001067,0405769390269594,2029-12-03,2635,164,2471,2023-09-24,American Express,Active
CARD000739,CUST004670,6590635562833141,2026-06-15,10177,7018,3159,2025-01-14,Visa,Active
CARD000740,CUST004185,9382130868303052,2028-06-05,2302,948,1354,2022-05-10,Visa,Active
CARD000741,CUST001331,3421090895174918,2028-05-20,9872,7561,2311,2023-04-28,American Express,Active
CARD000742,CUST004492,5785666733112273,2026-02-03,7681,3433,4248,2024-03-30,MasterCard,Inactive
CARD000743,CUST002506,1485043574595412,2029-08-01,10223,3447,6776,2022-09-08,MasterCard,Blocked
CARD000744,CUST002422,4986524521000053,2027-10-07,4611,2835,1776,2023-05-27,Visa,Active
CARD000745,CUST003061,7576286454887001,2028-05-07,11171,4500,6671,2022-12-23,MasterCard,Active
CARD000746,CUST004570,8173942420290112,2027-07-01,5879,4225,1654,2021-06-02,American Express,Active
CARD000747,CUST002635,2489999382204577,2029-08-06,12276,6182,6094,2024-05-18,American Express,Active
CARD000748,CUST001316,6929883497494412,2026-09-15,10162,7735,2427,2022-09-21,American Express,Active
CARD000749,CUST002833,1596848846037429,2025-10-27,11353,4757,6596,2020-10-25,American Express,Active
CARD000750,CUST002923,0512744564360490,2029-01-27,6234,4697,1537,2024-03-03,American Express,Active
CARD000751,CUST001763,1151436916099255,2027-12-07,6835,5165,1670,2022-09-05,Visa,Active
CARD000752,CUST000009,1734135082579212,2027-06-26,9558,738,8820,2020-10-30,American Express,Active
CARD000753,CUST003795,8065988059142873,2025-10-10,13247,2572,10675,2021-03-18,Visa,Active
CARD000754,CUST004662,8904143254323948,2029-03-02,1000,787,213,2025-08-03,American Express,Active
CARD000755,CUST004977,0324852665085893,2026-07-01,2281,626,1655,2019-04-26,American Express,Active
CARD000756,CUST004282,6034461778150843,2027-07-12,12210,652,11558,2024-03-11,MasterCard,Active
CARD000757,CUST002574,1555292469931178,2029-02-04,13479,9040,4439,2025-07-30,American Express,Active
CARD000758,CUST000568,2568433760050364,2027-12-18,1000,509,491,2025-02-07,MasterCard,Active
CARD000759,CUST000933,9516043594408824,2028-02-19,12670,9905,2765,2025-05-05,MasterCard,Active
CARD000760,CUST001886,2366593180183217,2030-05-19,6945,2033,4912,2022-01-24,American Express,Active
CARD000761,CUST000553,9555386750922289,2026-09-21,8585,3863,4722,2019-12-26,MasterCard,Inactive
CARD000762,CUST003797,7971873486410869,2029-10-19,8645,1292,7353,2022-01-24,MasterCard,Active
CARD000763,CUST001671,9693610880861261,2029-03-12,19769,4146,15623,2015-11-16,Visa,Active
CARD000764,CUST002317,1830837607844699,2026-05-10,10486,4077,6409,2024-05-26,Visa,Active
CARD000765,CUST001498,6391047863638552,2026-03-04,4985,2,4983,2023-03-10,American Express,Active
CARD000766,CUST004148,1982397157524796,2029-03-14,11639,4247,7392,2021-10-28,Visa,Active
CARD000767,CUST001570,8881905573046047,2026-07-11,8961,579,8382,2020-03-30,American Express,Active
CARD000768,CUST004187,3071502541914929,2028-02-02,15689,625,15064,2022-09-09,American Express,Inactive
CARD000769,CUST003999,6536551885110547,2027-11-08,7769,1212,6557,2024-11-08,MasterCard,Active
CARD000770,CUST000864,1791162581404755,2027-01-30,9753,7716,2037,2025-06-21,American Express,Active
CARD000771,CUST002708,3151514260781865,2030-08-14,2193,671,1522,2023-07-23,Visa,Active
CARD000772,CUST004024,0986649444447913,2030-02-23,6792,624,6168,2025-09-13,American Express,Active
CARD000773,CUST002240,9946376074612968,2026-10-20,1000,76,924,2022-09-16,MasterCard,Active
CARD000774,CUST000540,9151535545522642,2027-08-15,12814,9046,3768,2020-10-10,Visa,Active
CARD000775,CUST000201,4368124083769499,2028-07-27,4729,1750,2979,2018-11-07,American Express,Active
CARD000776,CUST002270,1594415208552897,2027-03-16,14855,9399,5456,2021-08-07,Visa,Active
CARD000777,CUST002891,5252006811133473,2029-12-15,11102,3933,7169,2022-10-22,Visa,Active
CARD000778,CUST002885,0102169992099032,2029-12-15,8682,5968,2714,2023-02-17,Visa,Active
CARD000779,CUST004565,9364964629394161,2028-02-28,7254,4908,2346,2025-03-01,Visa,Active
CARD000780,CUST000879,6220469654272642,2027-04-01,11417,7105,4312,2019-05-20,MasterCard,Active
CARD000781,CUST000765,3345062345407316,2027-10-30,8439,409,8030,2025-02-19,MasterCard,Active
CARD000782,CUST001225,3699768923523290,2027-06-11,7443,5874,1569,2025-05-02,MasterCard,Active
CARD000783,CUST004154,2565138610957890,2027-09-22,9701,5279,4422,2023-02-26,MasterCard,Active
CARD000784,CUST003477,7448539771916212,2027-11-18,5896,15,5881,2019-01-04,Visa,Active
CARD000785,CUST003286,8604500140560309,2030-08-18,5194,1207,3987,2022-03-15,MasterCard,Active
CARD000786,CUST000037,5871928020636482,2027-01-09,9363,5658,3705,2023-10-02,MasterCard,Active
CARD000787,CUST004319,4061082205913105,2026-08-21,7598,3174,4424,2025-09-24,MasterCard,Active
CARD000788,CUST003404,8761027642990154,2029-11-27,14841,5799,9042,2022-03-16,Visa,Active
CARD000789,CUST004123,8429946142861226,2030-07-08,7264,2738,4526,2025-09-23,MasterCard,Active
