account_id,customer_id,account_type,account_number,current_balance,open_date,interest_rate,status
ACC001807,CUST001138,Money Market,928463955564,2332.88,2024-11-13,0.0365,Active
ACC001808,CUST001138,Checking,759701190804,8904.62,2023-01-30,0.0001,Closed
ACC001809,CUST001139,Money Market,515848882581,30794.82,2025-06-02,0.0378,Active
ACC001810,CUST001140,Savings,141689506573,15137.06,2025-02-04,0.0274,Active
ACC001811,CUST001141,Checking,428667719023,3521.24,2024-04-22,0.0001,Closed
ACC001812,CUST001142,Savings,780897079472,17317.13,2023-11-05,0.0281,Active
ACC001813,CUST001142,Money Market,750863927769,34008.18,2025-09-06,0.0358,Active
ACC001814,CUST001143,Savings,098604366899,7270.93,2023-07-12,0.0165,Active
ACC001815,CUST001144,Savings,231642196346,6877.54,2023-08-05,0.0236,Active
ACC001816,CUST001145,Savings,986078638124,23493.09,2022-09-25,0.0107,Active
ACC001817,CUST001146,Savings,682483751606,16731.81,2023-10-28,0.0241,Dormant
ACC001818,CUST001146,Savings,974652483483,14122.51,2019-01-10,0.028,Active
ACC001819,CUST001147,Checking,334956924013,8552.02,2022-10-17,0.0001,Active
ACC001820,CUST001147,CD,864684808522,14094.75,2023-06-22,0.0386,Active
ACC001821,CUST001147,Savings,323629825995,0.0,2023-10-29,0.0229,Active
ACC001822,CUST001148,Checking,400067947199,7014.81,2024-11-19,0.0001,Active
ACC001823,CUST001148,CD,282055641990,19607.93,2024-11-03,0.0413,Active
ACC001824,CUST001148,Savings,049221056121,25891.34,2024-02-22,0.0219,Active
ACC001825,CUST001148,Savings,078835994472,11867.37,2024-06-14,0.0233,Active
ACC001826,CUST001149,CD,099070194305,1000.0,2023-08-02,0.0407,Active
ACC001827,CUST001150,Checking,513612403601,7672.94,2025-07-12,0.0001,Closed
ACC001828,CUST001151,Money Market,024026356887,46844.76,2023-12-05,0.0318,Active
ACC001829,CUST001152,Savings,169670832387,6789.72,2021-04-11,0.0211,Active
ACC001830,CUST001153,Savings,017047640038,18173.79,2020-12-10,0.0119,Active
ACC001831,CUST001154,Checking,433749568896,2413.42,2025-03-22,0.0001,Dormant
ACC001832,CUST001155,Money Market,072462599979,40748.63,2022-09-14,0.0303,Active
ACC001833,CUST001156,Checking,282360835233,3626.49,2017-10-11,0.0001,Active
ACC001834,CUST001156,Savings,277028748928,17332.02,2024-02-15,0.0242,Active
ACC001835,CUST001157,Checking,230655335174,7771.07,2022-12-11,0.0001,Active
ACC001836,CUST001158,Money Market,719471439516,27911.68,2023-05-05,0.0223,Dormant
ACC001837,CUST001159,Savings,772313336143,7536.12,2025-04-04,0.0158,Active
ACC001838,CUST001160,Savings,153957303341,28800.96,2019-11-07,0.0176,Active
ACC001839,CUST001160,Savings,014275526354,14211.26,2021-11-22,0.0111,Active
ACC001840,CUST001160,Checking,493845715966,4447.13,2019-06-17,0.0001,Active
ACC001841,CUST001161,Money Market,046161713271,27572.85,2025-07-27,0.0383,Active
ACC001842,CUST001162,Checking,069066131212,5374.27,2019-02-04,0.0001,Dormant
ACC001843,CUST001162,Savings,668351612346,20494.54,2022-04-19,0.0243,Active
ACC001844,CUST001162,Checking,309065822830,1254.38,2019-01-21,0.0001,Active
ACC001845,CUST001163,Checking,869559616891,2835.92,2023-11-20,0.0001,Active
ACC001846,CUST001163,Savings,992120308273,0.0,2024-02-22,0.0246,Active
ACC001847,CUST001164,Savings,569654209582,11542.95,2024-11-29,0.0133,Active
ACC001848,CUST001164,Checking,656701629988,7953.39,2024-10-13,0.0001,Active
ACC001849,CUST001164,Savings,916584914416,9601.59,2022-04-12,0.0205,Dormant
ACC001850,CUST001164,Checking,998503083892,588.31,2022-04-15,0.0001,Active
ACC001851,CUST001164,Money Market,218432307487,37697.49,2021-03-28,0.0258,Active
ACC001852,CUST001165,Checking,107490257359,7311.4,2025-08-14,0.0001,Active
ACC001853,CUST001166,Money Market,746493251649,16593.95,2020-05-01,0.0323,Active
ACC001854,CUST001167,Checking,239858798066,7684.5,2023-08-15,0.0001,Active
ACC001855,CUST001168,Checking,303468673040,5501.14,2024-02-15,0.0001,Dormant
ACC001856,CUST001169,Savings,673729268761,7404.96,2024-06-26,0.03,Closed
ACC001857,CUST001170,CD,425336028690,10489.32,2017-10-15,0.043,Active
ACC001858,CUST001170,Checking,359446342853,3143.88,2022-05-07,0.0001,Active
ACC001859,CUST001171,Savings,273596552898,12852.21,2020-07-17,0.0109,Active
ACC001860,CUST001172,Checking,666715630759,2409.08,2021-01-30,0.0001,Active
ACC001861,CUST001173,Money Market,668000273137,21986.72,2023-01-23,0.0228,Active
ACC001862,CUST001173,Checking,799252340211,2939.02,2022-03-11,0.0001,Active
ACC001863,CUST001174,Checking,779447749205,3216.17,2020-09-03,0.0001,Active
ACC001864,CUST001174,Checking,369219167710,7576.92,2016-12-15,0.0001,Active
ACC001865,CUST001174,Checking,793802839278,7885.7,2022-09-27,0.0001,Active
ACC001866,CUST001175,Savings,869030045129,11990.67,2024-10-11,0.027,Active
ACC001867,CUST001176,Savings,613701811073,22554.49,2020-05-01,0.0269,Active
ACC001868,CUST001177,Checking,271053883498,675.51,2022-12-07,0.0001,Active
ACC001869,CUST001178,Savings,808684762599,10231.25,2023-08-19,0.018,Active
ACC001870,CUST001179,Checking,917710203786,867.87,2020-09-18,0.0001,Active
ACC001871,CUST001179,Money Market,747179938868,28477.82,2020-08-14,0.025,Active
ACC001872,CUST001180,Savings,987168551312,16332.57,2025-01-07,0.0197,Active
ACC001873,CUST001181,Checking,291516394512,7770.2,2020-08-05,0.0001,Active
ACC001874,CUST001182,Savings,179115987248,29455.29,2023-09-25,0.0248,Active
ACC001875,CUST001183,Checking,416712398891,6879.13,2025-09-19,0.0001,Closed
ACC001876,CUST001183,Savings,878997243724,14966.77,2025-08-25,0.0239,Closed
ACC001877,CUST001183,Money Market,523563710897,21823.37,2025-09-10,0.0238,Active
ACC001878,CUST001183,Savings,852471953530,21942.59,2025-09-26,0.0295,Closed
ACC001879,CUST001184,Checking,345784839974,5079.24,2024-06-08,0.0001,Active
ACC001880,CUST001184,Checking,978370124710,3812.14,2024-07-04,0.0001,Active
ACC001881,CUST001185,Checking,331129797445,3130.38,2017-10-04,0.0001,Active
ACC001882,CUST001185,Money Market,966242823766,31129.52,2018-01-31,0.0244,Active
ACC001883,CUST001186,Checking,378689433836,4547.45,2023-07-08,0.0001,Active
ACC001884,CUST001186,Savings,482739548166,2772.09,2024-10-13,0.0119,Active
ACC001885,CUST001187,Money Market,296829245909,3598.11,2023-01-24,0.0254,Active
ACC001886,CUST001187,Money Market,632525888582,57067.36,2024-04-15,0.0378,Dormant
ACC001887,CUST001187,Savings,490987313312,15025.17,2022-09-17,0.0234,Active
ACC001888,CUST001188,Savings,489365945570,9256.43,2025-09-14,0.0116,Active
ACC001889,CUST001188,Savings,539874573641,3314.46,2023-05-02,0.015,Active
ACC001890,CUST001188,Checking,101290021079,5936.43,2023-03-15,0.0001,Active
ACC001891,CUST001188,Money Market,020510932821,43122.23,2024-02-18,0.0235,Active
ACC001892,CUST001189,Checking,813528338828,11232.86,2021-11-20,0.0001,Active
ACC001893,CUST001190,Savings,963023598860,16823.81,2022-06-28,0.0111,Active
ACC001894,CUST001191,Checking,241507652335,5129.01,2025-02-25,0.0001,Active
ACC001895,CUST001192,Savings,298065152701,13541.11,2022-07-03,0.0231,Active
ACC001896,CUST001193,Savings,676424954767,0.0,2023-10-27,0.0117,Active
ACC001897,CUST001194,Money Market,221325880761,19873.11,2024-04-03,0.0336,Active
ACC001898,CUST001194,Checking,536612112379,4800.38,2024-08-16,0.0001,Active
ACC001899,CUST001195,Checking,229835874744,7035.23,2024-11-27,0.0001,Active
ACC001900,CUST001195,Checking,842883351158,3496.84,2024-11-23,0.0001,Active
ACC001901,CUST001196,Savings,528592344633,0.0,2025-07-07,0.0134,Active
ACC001902,CUST001197,Checking,963190107623,6061.25,2023-11-23,0.0001,Active
ACC001903,CUST001198,Checking,016743021206,4759.85,2025-01-28,0.0001,Active
ACC001904,CUST001199,Checking,894832864641,10059.76,2025-08-07,0.0001,Active
ACC001905,CUST001200,Checking,328233177736,5937.99,2017-02-23,0.0001,Active
ACC001906,CUST001201,Savings,546817557958,23232.85,2022-10-12,0.02,Active
ACC001907,CUST001201,Checking,096850756638,5053.06,2022-05-27,0.0001,Active
ACC001908,CUST001202,Checking,017958049566,5293.18,2022-05-27,0.0001,Active
ACC001909,CUST001203,Savings,025557817946,35851.48,2019-10-27,0.0139,Active
ACC001910,CUST001204,Money Market,702375619042,32584.51,2025-03-11,0.0256,Active
ACC001911,CUST001205,Checking,167497489958,8588.17,2018-01-18,0.0001,Active
ACC001912,CUST001205,Checking,182118148506,0.0,2024-10-16,0.0001,Active
ACC001913,CUST001206,Savings,406088247922,13303.51,2025-06-29,0.0133,Dormant
ACC001914,CUST001207,Checking,939890855327,2957.43,2021-12-06,0.0001,Active
ACC001915,CUST001208,Checking,371819624766,1582.81,2025-05-02,0.0001,Active
ACC001916,CUST001209,Checking,757445101598,2042.72,2022-12-29,0.0001,Active
ACC001917,CUST001210,Checking,321791401864,8795.54,2025-06-19,0.0001,Active
ACC001918,CUST001211,Checking,297272029455,4039.3,2023-05-08,0.0001,Active
ACC001919,CUST001212,Savings,394175723089,6133.38,2025-08-30,0.0179,Active
ACC001920,CUST001213,Checking,655173723423,5618.34,2024-12-29,0.0001,Closed
ACC001921,CUST001213,Checking,658466376828,5276.69,2024-08-29,0.0001,Active
ACC001922,CUST001213,Money Market,359181580849,14111.87,2024-05-25,0.0337,Active
ACC001923,CUST001213,Savings,627387248863,8283.36,2025-03-13,0.0164,Dormant
ACC001924,CUST001213,Checking,337536143269,9367.28,2025-05-04,0.0001,Active
ACC001925,CUST001213,Checking,824091941229,4725.37,2025-09-09,0.0001,Active
ACC001926,CUST001213,Checking,899319264992,4684.27,2025-02-25,0.0001,Active
ACC001927,CUST001214,CD,744945986739,10307.18,2021-03-13,0.0281,Active
ACC001928,CUST001215,Savings,001029271822,1085.96,2025-06-04,0.0292,Active
ACC001929,CUST001216,Savings,507504612247,0.0,2020-07-27,0.0122,Active
ACC001930,CUST001217,Checking,645067614611,10397.38,2024-08-10,0.0001,Active
ACC001931,CUST001218,Money Market,911098983973,29401.73,2025-06-26,0.0313,Active
ACC001932,CUST001219,Checking,450474424383,3729.32,2020-09-14,0.0001,Dormant
ACC001933,CUST001220,Checking,365910618355,99.35,2016-06-23,0.0001,Active
ACC001934,CUST001220,CD,471079235955,20780.58,2019-01-11,0.028,Active
ACC001935,CUST001221,Checking,027892921476,7004.77,2024-06-06,0.0001,Active
ACC001936,CUST001222,Savings,428031084617,17924.69,2024-02-16,0.017,Dormant
ACC001937,CUST001223,Money Market,788858828188,27277.53,2025-05-25,0.0317,Active
ACC001938,CUST001224,Checking,508146358080,4351.14,2023-03-22,0.0001,Active
ACC001939,CUST001224,Checking,928298118624,2253.7,2024-01-23,0.0001,Active
ACC001940,CUST001224,Savings,180386503066,29655.08,2022-12-24,0.0181,Active
ACC001941,CUST001225,Checking,814900666322,6221.0,2025-04-25,0.0001,Active
ACC001942,CUST001226,Checking,237799450549,6541.23,2023-07-09,0.0001,Active
ACC001943,CUST001227,Checking,986794220585,7607.94,2023-01-05,0.0001,Closed
ACC001944,CUST001228,Savings,130937329729,12417.54,2021-06-25,0.0262,Active
ACC001945,CUST001228,Checking,680814635506,9298.95,2017-04-08,0.0001,Active
ACC001946,CUST001228,Checking,079137057113,7589.92,2024-04-25,0.0001,Active
ACC001947,CUST001229,Savings,566257832168,38951.25,2023-06-03,0.0157,Active
ACC001948,CUST001229,CD,133205737194,8230.43,2022-08-24,0.026,Active
ACC001949,CUST001230,Checking,719101646082,4254.37,2025-02-09,0.0001,Active
ACC001950,CUST001230,Savings,192726575529,28942.36,2022-06-14,0.015,Active
ACC001951,CUST001230,Checking,022930848511,4533.99,2025-02-16,0.0001,Active
ACC001952,CUST001231,Savings,216494202781,15921.55,2024-02-11,0.0202,Active
ACC001953,CUST001232,Checking,531726821556,6552.89,2020-11-10,0.0001,Active
ACC001954,CUST001233,Savings,441715443961,4069.8,2025-02-24,0.0207,Active
ACC001955,CUST001234,Checking,993726995191,3740.69,2019-12-22,0.0001,Dormant
ACC001956,CUST001235,Money Market,748580482764,18642.94,2024-12-19,0.0229,Active
ACC001957,CUST001236,Savings,147200809125,21524.27,2025-06-16,0.0191,Active
ACC001958,CUST001237,Checking,338066525670,3378.9,2025-02-09,0.0001,Active
ACC001959,CUST001238,CD,565026715345,7432.0,2025-09-19,0.0334,Active
ACC001960,CUST001238,Money Market,499271108379,16658.53,2025-01-06,0.0212,Active
ACC001961,CUST001239,Money Market,738564880012,25780.61,2021-09-06,0.0265,Active
ACC001962,CUST001240,Checking,159636040245,7484.27,2022-10-04,0.0001,Active
ACC001963,CUST001240,Checking,452831533896,5677.11,2024-01-09,0.0001,Active
ACC001964,CUST001240,CD,534958756744,4264.4,2021-01-22,0.041,Active
ACC001965,CUST001241,Money Market,032467781732,12867.96,2023-02-12,0.0225,Active
ACC001966,CUST001242,CD,347778426597,6383.19,2025-03-20,0.04,Dormant
ACC001967,CUST001243,Checking,818372603463,3334.95,2022-11-08,0.0001,Dormant
ACC001968,CUST001244,Savings,236739636996,12913.69,2024-09-11,0.0222,Active
ACC001969,CUST001244,Savings,832219740282,8795.12,2023-11-07,0.0149,Active
ACC001970,CUST001244,Checking,901818102105,1253.57,2024-12-27,0.0001,Active
ACC001971,CUST001244,Checking,204469795593,9519.73,2024-04-16,0.0001,Active
ACC001972,CUST001245,Checking,218085954486,3089.89,2023-11-06,0.0001,Active
ACC001973,CUST001246,Checking,060810998452,1484.43,2023-02-09,0.0001,Dormant
ACC001974,CUST001247,Checking,274341842435,5225.67,2025-08-01,0.0001,Active
ACC001975,CUST001247,Savings,485396831859,16708.42,2023-01-14,0.0134,Active
ACC001976,CUST001248,Checking,638556190806,4674.94,2024-01-02,0.0001,Active
ACC001977,CUST001249,Savings,772625762297,20493.85,2023-03-12,0.02,Dormant
ACC001978,CUST001250,Money Market,553724200929,37253.61,2022-04-16,0.032,Active
ACC001979,CUST001251,Savings,718815858227,29945.62,2019-05-29,0.0218,Active
ACC001980,CUST001252,CD,543496709738,8656.56,2025-02-10,0.0402,Active
ACC001981,CUST001253,Checking,018013805206,6731.14,2023-11-03,0.0001,Active
ACC001982,CUST001254,Savings,048902177207,9470.6,2025-08-27,0.0156,Active
ACC001983,CUST001255,Savings,439117228375,30014.58,2025-08-27,0.0124,Dormant
ACC001984,CUST001256,Savings,870485959389,34904.55,2025-07-20,0.02,Closed
ACC001985,CUST001257,Money Market,697168775411,33596.13,2024-11-17,0.0303,Active
ACC001986,CUST001258,Checking,497916171027,4601.49,2021-06-30,0.0001,Active
ACC001987,CUST001259,Savings,573045231913,20943.17,2025-03-14,0.0151,Active
ACC001988,CUST001259,Checking,665420986664,0.0,2022-11-29,0.0001,Active
ACC001989,CUST001260,Checking,814421020901,4969.68,2024-12-29,0.0001,Active
ACC001990,CUST001260,Checking,193538582406,7344.53,2025-05-07,0.0001,Active
ACC001991,CUST001261,Savings,813524624702,23457.17,2024-11-27,0.0113,Active
ACC001992,CUST001262,Checking,836977910992,0.0,2025-06-16,0.0001,Active
ACC001993,CUST001262,CD,582517491455,10870.01,2024-07-22,0.0496,Active
ACC001994,CUST001263,Checking,119523613775,10229.62,2020-03-31,0.0001,Active
ACC001995,CUST001264,Checking,536858643311,5636.36,2024-07-02,0.0001,Active
ACC001996,CUST001265,Savings,207708395406,32790.19,2025-06-04,0.0149,Active
ACC001997,CUST001266,Savings,454830386065,11430.62,2023-01-12,0.024,Active
ACC001998,CUST001267,Checking,076673904907,9956.66,2019-07-28,0.0001,Active
ACC001999,CUST001268,Checking,630258366824,1769.85,2024-03-22,0.0001,Active
ACC002000,CUST001268,Money Market,661174953876,44451.52,2024-01-01,0.0292,Active
ACC002001,CUST001268,CD,443312547560,12190.47,2024-04-17,0.0388,Active
ACC002002,CUST001269,Savings,141981025078,12820.24,2024-02-25,0.0257,Active
ACC002003,CUST001270,CD,206723827814,11694.29,2021-07-08,0.0354,Active
ACC002004,CUST001271,Checking,864887887381,2810.92,2023-01-18,0.0001,Active
ACC002005,CUST001272,Checking,249124690259,3737.25,2021-08-26,0.0001,Active
ACC002006,CUST001273,Checking,174890901302,0.0,2023-01-11,0.0001,Dormant
ACC002007,CUST001273,Checking,714670312869,1065.43,2023-09-01,0.0001,Active
ACC002008,CUST001274,Savings,528438632221,42182.34,2025-09-09,0.0293,Closed
ACC002009,CUST001275,CD,479941264288,9247.26,2025-03-14,0.036,Active
ACC002010,CUST001276,Money Market,790168618147,36329.81,2025-07-23,0.0379,Active
ACC002011,CUST001277,Checking,952665330677,5993.18,2021-11-08,0.0001,Active
ACC002012,CUST001278,Savings,556825427718,24303.55,2022-06-06,0.0252,Active
ACC002013,CUST001279,Savings,018484564803,13890.62,2021-11-26,0.0174,Active
ACC002014,CUST001280,Checking,587342225386,1461.28,2022-12-09,0.0001,Dormant
ACC002015,CUST001281,Savings,314309020681,3369.43,2024-03-31,0.0211,Active
ACC002016,CUST001282,Checking,137388724002,6181.59,2019-11-17,0.0001,Active
ACC002017,CUST001283,Checking,138081813797,8395.76,2025-08-08,0.0001,Active
ACC002018,CUST001284,Checking,174226548851,0.0,2024-12-29,0.0001,Dormant
ACC002019,CUST001285,Money Market,340781426632,12251.58,2023-01-14,0.0385,Active
ACC002020,CUST001286,Money Market,355978799632,25492.27,2025-03-29,0.0379,Active
ACC002021,CUST001287,Money Market,224417539677,30660.2,2022-05-23,0.0272,Active
ACC002022,CUST001288,Money Market,735810790247,32544.2,2023-12-21,0.0372,Active
ACC002023,CUST001288,Money Market,702147455014,65784.65,2025-09-13,0.0348,Active
ACC002024,CUST001288,Checking,993184575431,9512.43,2025-08-29,0.0001,Active
ACC002025,CUST001288,Money Market,676069687992,24726.8,2025-04-22,0.0356,Active
ACC002026,CUST001289,Savings,390054316704,0.0,2022-12-12,0.011,Dormant
ACC002027,CUST001290,Money Market,666064064627,53504.06,2025-09-03,0.0305,Active
ACC002028,CUST001291,Checking,313758780776,5082.48,2019-09-10,0.0001,Active
ACC002029,CUST001292,Savings,978552964893,18458.19,2025-06-01,0.0218,Active
ACC002030,CUST001293,Savings,139554340541,13198.23,2024-10-16,0.018,Closed
ACC002031,CUST001294,Money Market,728873605110,25320.71,2024-11-27,0.0335,Active
ACC002032,CUST001295,Savings,096318009863,11770.6,2025-04-24,0.014,Active
ACC002033,CUST001296,Savings,735010380061,11607.45,2022-01-02,0.0238,Active
ACC002034,CUST001297,Checking,189234822247,9918.17,2022-05-06,0.0001,Active
ACC002035,CUST001297,Savings,152854895987,11609.4,2022-11-23,0.0245,Active
ACC002036,CUST001298,Money Market,021386861183,33779.02,2025-06-26,0.0313,Active
ACC002037,CUST001298,Checking,129042408274,1440.88,2023-05-23,0.0001,Active
ACC002038,CUST001298,Savings,730900906299,10621.28,2024-08-16,0.0291,Active
ACC002039,CUST001298,Money Market,406331476730,0.0,2025-09-16,0.021,Active
ACC002040,CUST001298,Checking,530896746319,7.21,2023-10-25,0.0001,Active
ACC002041,CUST001299,Money Market,219036165438,42775.04,2024-08-10,0.0259,Active
ACC002042,CUST001299,Savings,623763459626,13678.27,2023-07-10,0.0141,Active
ACC002043,CUST001300,CD,227748076660,12327.77,2024-04-09,0.0482,Active
ACC002044,CUST001301,Checking,925449517642,3659.37,2025-08-15,0.0001,Dormant
ACC002045,CUST001302,Checking,887610059482,4773.38,2023-12-24,0.0001,Closed
ACC002046,CUST001302,Money Market,871319728580,27597.01,2018-06-05,0.023,Active
ACC002047,CUST001303,Checking,646028836857,9095.06,2025-04-03,0.0001,Active
ACC002048,CUST001304,Checking,439398818696,8438.49,2024-11-23,0.0001,Active
ACC002049,CUST001305,Checking,307720780282,4446.43,2020-10-09,0.0001,Active
ACC002050,CUST001305,Savings,988953774769,16196.54,2021-11-15,0.0141,Active
ACC002051,CUST001306,Savings,378498600542,0.0,2024-09-10,0.0172,Active
ACC002052,CUST001306,Checking,550778843995,5101.54,2017-12-31,0.0001,Active
ACC002053,CUST001306,Savings,181498350265,41916.24,2023-04-27,0.0131,Active
ACC002054,CUST001306,Checking,307778108813,2617.44,2018-12-20,0.0001,Active
ACC002055,CUST001306,Checking,003169962139,8270.58,2018-12-05,0.0001,Active
ACC002056,CUST001306,Savings,424329429284,4785.5,2021-01-29,0.0295,Active
ACC002057,CUST001306,Checking,524799419735,3026.66,2018-03-20,0.0001,Dormant
ACC002058,CUST001306,Checking,285332319512,7519.37,2023-03-16,0.0001,Active
ACC002059,CUST001307,Checking,970874674090,5286.08,2025-09-23,0.0001,Active
ACC002060,CUST001308,Checking,310823211150,918.33,2021-04-07,0.0001,Active
ACC002061,CUST001309,Money Market,114163555788,41393.96,2020-12-19,0.0254,Active
ACC002062,CUST001310,Savings,587857671634,10165.1,2021-05-26,0.0277,Active
ACC002063,CUST001311,Savings,197575304537,10045.19,2024-12-16,0.0266,Active
ACC002064,CUST001312,Money Market,131439692619,52228.73,2025-02-14,0.0332,Active
ACC002065,CUST001313,Money Market,930750475709,32734.88,2023-01-12,0.0328,Active
ACC002066,CUST001313,Money Market,011595931857,23831.86,2024-01-14,0.0381,Active
ACC002067,CUST001314,Checking,478589443976,7716.62,2025-07-14,0.0001,Active
ACC002068,CUST001315,Savings,748542084813,30833.61,2020-03-14,0.0287,Active
ACC002069,CUST001316,Savings,047718673085,0.0,2025-02-02,0.0249,Active
ACC002070,CUST001316,Checking,241513401749,696.93,2023-10-11,0.0001,Active
ACC002071,CUST001316,Checking,412541895081,0.0,2025-01-07,0.0001,Active
ACC002072,CUST001317,Savings,978651793852,21252.41,2023-11-16,0.0173,Active
ACC002073,CUST001318,Savings,173771578729,21655.1,2024-05-19,0.0235,Active
ACC002074,CUST001318,Checking,192093829635,5821.72,2024-06-16,0.0001,Active
ACC002075,CUST001319,Checking,870221244641,5153.87,2023-02-07,0.0001,Active
ACC002076,CUST001320,Savings,459483074139,9096.85,2024-05-29,0.0217,Active
ACC002077,CUST001320,Checking,228974347629,2529.71,2021-09-01,0.0001,Active
ACC002078,CUST001321,Money Market,396083892166,29860.19,2022-05-03,0.0346,Active
ACC002079,CUST001322,Checking,656738680561,7977.05,2025-07-25,0.0001,Active
ACC002080,CUST001323,Checking,269233833124,6422.79,2022-12-10,0.0001,Dormant
ACC002081,CUST001324,CD,798890084384,12463.76,2025-09-11,0.039,Active
ACC002082,CUST001325,Checking,132212495432,8666.52,2024-10-02,0.0001,Active
ACC002083,CUST001326,Checking,438051589527,3348.68,2024-02-03,0.0001,Active
ACC002084,CUST001327,Money Market,466504638282,32139.22,2022-04-15,0.0246,Active
ACC002085,CUST001327,Savings,152717767466,16362.0,2024-02-13,0.0134,Active
ACC002086,CUST001328,Money Market,094469789550,11425.28,2024-09-01,0.021,Dormant
ACC002087,CUST001328,CD,625789761682,17894.96,2025-06-01,0.0392,Active
ACC002088,CUST001328,Money Market,192810871768,34413.87,2024-10-15,0.0231,Active
ACC002089,CUST001329,Money Market,802263471411,14832.37,2024-10-30,0.0332,Active
ACC002090,CUST001330,Checking,601835784170,1217.51,2021-04-17,0.0001,Active
ACC002091,CUST001331,Checking,804695755526,816.16,2023-07-11,0.0001,Active
ACC002092,CUST001332,Checking,991907984517,9159.28,2025-04-09,0.0001,Active
ACC002093,CUST001333,Checking,804009563944,5392.3,2021-10-23,0.0001,Active
ACC002094,CUST001334,Savings,151661759631,27136.48,2024-09-22,0.0232,Active
ACC002095,CUST001335,Savings,219764039327,17268.49,2017-06-25,0.0238,Active
ACC002096,CUST001336,Savings,145478168965,1715.61,2024-08-18,0.017,Active
ACC002097,CUST001337,Checking,421700018894,3550.46,2025-07-03,0.0001,Active
ACC002098,CUST001338,Checking,180816360209,8595.97,2024-01-02,0.0001,Active
ACC002099,CUST001338,Checking,604409997570,5564.52,2025-07-12,0.0001,Active
ACC002100,CUST001339,Savings,620437881581,865.57,2025-03-11,0.0159,Closed
ACC002101,CUST001339,Savings,525756907823,31917.0,2025-08-26,0.0214,Active
ACC002102,CUST001339,Savings,487340571798,32865.64,2025-03-12,0.0265,Active
ACC002103,CUST001339,Savings,152082580298,12650.43,2025-05-07,0.0128,Active
ACC002104,CUST001339,Checking,727966410012,6315.4,2025-04-10,0.0001,Active
ACC002105,CUST001339,Savings,207310837089,4731.11,2025-05-03,0.0273,Active
ACC002106,CUST001340,Checking,652844540649,4008.67,2025-05-21,0.0001,Active
ACC002107,CUST001341,Savings,903238481950,13745.61,2022-09-03,0.0104,Active
ACC002108,CUST001342,Savings,354198932098,21520.54,2023-12-14,0.0282,Active
ACC002109,CUST001343,Checking,662643771578,3932.48,2025-04-05,0.0001,Active
ACC002110,CUST001344,Savings,262178829314,3892.41,2020-07-20,0.0162,Dormant
ACC002111,CUST001345,Savings,769325726044,25591.67,2025-08-19,0.0256,Active
ACC002112,CUST001345,Savings,280390988025,12006.35,2024-07-18,0.0229,Dormant
ACC002113,CUST001345,Checking,124497787268,7955.96,2025-09-05,0.0001,Active
ACC002114,CUST001346,Money Market,044342464522,25628.97,2024-11-02,0.0208,Active
ACC002115,CUST001347,CD,318543782625,14643.88,2023-02-24,0.0447,Active
ACC002116,CUST001348,Savings,521495795767,21820.8,2024-01-23,0.018,Dormant
ACC002117,CUST001348,Savings,114320548803,21580.87,2025-03-19,0.0279,Active
ACC002118,CUST001349,Checking,844150568286,6824.37,2025-07-30,0.0001,Dormant
ACC002119,CUST001349,Money Market,986755422839,29549.22,2025-05-06,0.0234,Active
ACC002120,CUST001349,Checking,081727552589,9628.13,2025-08-03,0.0001,Active
ACC002121,CUST001349,CD,237411121395,3455.84,2025-04-01,0.0464,Active
ACC002122,CUST001350,Checking,976220215442,1321.58,2021-01-28,0.0001,Active
ACC002123,CUST001351,Checking,374027806209,4377.63,2023-02-01,0.0001,Active
ACC002124,CUST001352,Checking,523045142469,3116.44,2025-04-02,0.0001,Active
ACC002125,CUST001353,Checking,249568819111,2445.39,2022-01-01,0.0001,Active
ACC002126,CUST001354,Savings,269411172346,22559.05,2025-09-01,0.0178,Active
ACC002127,CUST001355,Checking,187180363134,3482.34,2021-08-02,0.0001,Active
ACC002128,CUST001356,Savings,287171856067,16590.2,2025-06-09,0.0123,Active
ACC002129,CUST001357,Money Market,320107355831,31149.3,2022-08-30,0.038,Active
ACC002130,CUST001358,Checking,169404963650,5133.35,2025-08-08,0.0001,Active
ACC002131,CUST001359,Savings,909166665085,2856.27,2025-02-02,0.0181,Active
ACC002132,CUST001359,Checking,109042985658,3949.89,2019-02-08,0.0001,Active
ACC002133,CUST001360,Money Market,545814302345,24527.36,2018-11-25,0.0322,Active
ACC002134,CUST001360,Money Market,662167855576,12818.9,2023-04-20,0.0201,Active
ACC002135,CUST001360,Savings,390296408218,18599.45,2020-09-06,0.0156,Active
ACC002136,CUST001361,Savings,599631887187,0.0,2019-11-12,0.0219,Active
ACC002137,CUST001362,Savings,960958605055,6867.37,2025-09-11,0.0201,Active
ACC002138,CUST001362,Checking,251575380915,5850.0,2024-12-25,0.0001,Active
ACC002139,CUST001362,Savings,891041109792,20182.09,2025-06-25,0.0218,Active
ACC002140,CUST001362,Money Market,040933732608,18378.66,2025-05-16,0.0364,Active
ACC002141,CUST001362,Checking,388565665486,4634.51,2025-02-04,0.0001,Active
ACC002142,CUST001362,Checking,369580004891,7898.06,2025-09-10,0.0001,Active
ACC002143,CUST001363,Savings,651163993197,18663.98,2025-01-06,0.0149,Active
ACC002144,CUST001363,Checking,689397770425,7418.37,2021-01-01,0.0001,Active
ACC002145,CUST001364,Checking,030695694597,5548.72,2024-01-15,0.0001,Active
